[93mWARNING: Reward weightings do not sum up to 1, renormalizing.[0m
Episode length = 600, Average reward is 0.5899012509079349.
Episode length = 600, Average reward is 0.6581836827990571.
Episode length = 600, Average reward is 0.6514293253969727.
Episode length = 600, Average reward is 0.6572939061499977.
Episode length = 600, Average reward is 0.6427460936300822.
Episode length = 600, Average reward is 0.6402532357736258.
Episode length = 600, Average reward is 0.6389160612623865.
Episode length = 600, Average reward is 0.6354169057922028.
Episode length = 600, Average reward is 0.6370783982919945.
Episode length = 600, Average reward is 0.6332275474565057.
Episode length = 600, Average reward is 0.63164170760553.
Episode length = 600, Average reward is 0.6292474402941404.
Episode length = 600, Average reward is 0.6296590723956913.
Episode length = 600, Average reward is 0.6283022093192794.
Episode length = 600, Average reward is 0.6302327498454987.
Episode length = 600, Average reward is 0.6280483093777988.
Episode length = 600, Average reward is 0.6313102123076089.
Episode length = 600, Average reward is 0.631390281207811.
Episode length = 600, Average reward is 0.6329110605402862.
Episode length = 600, Average reward is 0.6326360396254979.
Episode length = 600, Average reward is 0.631231977316001.
Episode length = 600, Average reward is 0.631308546794338.
Episode length = 600, Average reward is 0.629260071991109.
Episode length = 600, Average reward is 0.6298694250348429.
Episode length = 600, Average reward is 0.6313397894668558.
Episode length = 600, Average reward is 0.6315035699315921.
Episode length = 600, Average reward is 0.6325775672104275.
Episode length = 600, Average reward is 0.6325947705007817.
Episode length = 600, Average reward is 0.6332554469215463.
Episode length = 600, Average reward is 0.6322382829956495.
Episode length = 600, Average reward is 0.6345054133828161.
Episode length = 600, Average reward is 0.6341449813093192.
Episode length = 600, Average reward is 0.6332507305166887.
Episode length = 600, Average reward is 0.6323993376466038.
Episode length = 600, Average reward is 0.6313059402761968.
Episode length = 600, Average reward is 0.6310401520360445.
Episode length = 600, Average reward is 0.6317764584349366.
Episode length = 600, Average reward is 0.632447660725773.
Episode length = 600, Average reward is 0.6331994920073134.
Episode length = 600, Average reward is 0.6321083692874222.
Episode length = 600, Average reward is 0.6320389133318632.
Episode length = 600, Average reward is 0.6331257909329528.
Episode length = 600, Average reward is 0.6340638552944057.
Episode length = 600, Average reward is 0.636073612435055.
Episode length = 600, Average reward is 0.6360984863108505.
Episode length = 600, Average reward is 0.6366642916949908.
Episode length = 600, Average reward is 0.635644494517616.
Episode length = 600, Average reward is 0.633744368358667.
Episode length = 600, Average reward is 0.6346299434240968.
Episode length = 600, Average reward is 0.6330635397967528.
Episode length = 600, Average reward is 0.6316729123487019.
Episode length = 600, Average reward is 0.6317829286968603.
Episode length = 600, Average reward is 0.631219757685937.
Episode length = 600, Average reward is 0.631567342506368.
Episode length = 600, Average reward is 0.631791018931808.
Episode length = 600, Average reward is 0.6304963783188443.
Episode length = 600, Average reward is 0.6304896538094249.
Episode length = 600, Average reward is 0.6302368880771563.
Episode length = 600, Average reward is 0.6298640507962276.
Episode length = 600, Average reward is 0.6295898336232737.
Episode length = 600, Average reward is 0.6309792881033875.
Episode length = 600, Average reward is 0.6306452291048223.
Episode length = 600, Average reward is 0.631027812051516.
Episode length = 600, Average reward is 0.631057528002666.
Episode length = 600, Average reward is 0.6306014802081568.
Episode length = 600, Average reward is 0.631399897055076.
Episode length = 600, Average reward is 0.630863167593128.
Episode length = 600, Average reward is 0.6304654245682404.
Episode length = 600, Average reward is 0.6291799842510943.
Episode length = 600, Average reward is 0.6296866306324805.
Episode length = 600, Average reward is 0.6287312648186907.
Episode length = 600, Average reward is 0.6274887283905374.
Episode length = 600, Average reward is 0.6280024067546136.
Episode length = 600, Average reward is 0.6281611954294544.
Episode length = 600, Average reward is 0.6291953395995609.
Episode length = 600, Average reward is 0.6290116697740074.
Episode length = 600, Average reward is 0.6296764105439558.
Episode length = 600, Average reward is 0.6294490555941726.
Episode length = 600, Average reward is 0.6296351927655076.
Episode length = 600, Average reward is 0.6289406141687157.
Episode length = 600, Average reward is 0.6287871389041108.
Episode length = 534, Average reward is 0.628109725537578.
Episode length = 600, Average reward is 0.6281886428845743.
Episode length = 600, Average reward is 0.6281381984835571.
Episode length = 600, Average reward is 0.627725257665081.
