73.6 , 3.1612908840179443
51.28 , 6.733577489852905
71.41 , 10.814611911773682
39.98 , 14.93799114227295
94.848 , 19.36377215385437
39.0 , 24.10023307800293
57.008 , 28.8646342754364
52.77 , 33.816786766052246
67.546 , 38.84420585632324
83.594 , 44.26751923561096
65.156 , 49.728328227996826
88.938 , 55.55464506149292
69.0 , 61.12112879753113
105.712 , 66.49322938919067
90.925 , 72.28579187393188
97.47 , 78.18108010292053
53.718 , 83.98221158981323
93.0 , 90.01383376121521
59.0 , 95.99396920204163
81.975 , 102.26315879821777
91.568 , 108.63195824623108
83.0 , 115.00048494338989
123.363 , 121.45477247238159
89.825 , 127.90735101699829
138.513 , 134.38382411003113
53.975 , 141.2173523902893
106.416 , 147.83848667144775
93.508 , 154.67160940170288
109.031 , 161.5980339050293
51.683 , 169.27202534675598
74.112 , 175.68495631217957
76.62 , 182.73565769195557
114.0 , 189.05936980247498
65.21 , 196.25465559959412
61.252 , 203.15459156036377
122.891 , 209.58676671981812
101.157 , 216.56050610542297
72.469 , 223.67884016036987
90.584 , 230.4202766418457
105.725 , 237.7299816608429
60.0 , 245.06924676895142
51.0 , 252.0307960510254
123.0 , 259.1089894771576
112.0 , 265.98466515541077
96.232 , 272.9673628807068
110.154 , 280.1475281715393
77.596 , 287.391970872879
106.48 , 294.5652949810028
57.23 , 301.8114233016968
86.692 , 309.1954391002655
43.9 , 315.85987615585327
85.45 , 323.32302474975586
114.078 , 331.1103117465973
67.418 , 337.8675401210785
97.151 , 344.76823139190674
123.48 , 351.7684199810028
90.328 , 359.52661180496216
107.899 , 367.29793906211853
75.0 , 375.1234312057495
87.465 , 382.381808757782
95.796 , 389.5400574207306
105.528 , 397.6698315143585
139.0 , 405.11129927635193
77.076 , 413.2569706439972
107.739 , 420.75803327560425
98.26 , 428.39123249053955
78.482 , 435.98024582862854
65.55 , 443.68712425231934
90.426 , 451.36970376968384
140.516 , 459.157675743103
130.0 , 466.11912083625793
101.951 , 474.30024123191833
155.012 , 482.15825295448303
135.0 , 490.0955948829651
124.084 , 497.3994610309601
116.139 , 505.5164122581482
124.676 , 512.6783657073975
95.0 , 520.1137506961823
101.216 , 527.5082993507385
115.3 , 535.8665175437927
114.2 , 543.4157538414001
111.357 , 550.9734485149384
94.548 , 558.3925724029541
76.406 , 566.009094953537
125.565 , 575.3154990673065
94.984 , 583.7406466007233
110.308 , 591.3160624504089
70.445 , 598.8211152553558
88.92 , 606.3782832622528
162.0 , 614.1041493415833
129.122 , 621.8320517539978
100.624 , 629.4957041740417
87.491 , 637.2889623641968
121.379 , 645.3816783428192
111.0 , 653.1053178310394
81.784 , 660.7917046546936
126.84 , 668.8569502830505
146.0 , 676.9198451042175
101.216 , 683.7494070529938
70.42 , 691.8835036754608
