[93mWARNING: Reward weightings do not sum up to 1, renormalizing.[0m
Episode length = 300, Average reward is 0.5040373096535988.
Episode length = 180, Average reward is 0.5176940587918861.
Episode length = 300, Average reward is 0.5387973811238226.
Episode length = 116, Average reward is 0.5373373610185315.
Episode length = 115, Average reward is 0.5306384335747361.
Episode length = 97, Average reward is 0.5228654631342015.
Episode length = 198, Average reward is 0.5295849745352682.
Episode length = 296, Average reward is 0.5333418666341027.
Episode length = 114, Average reward is 0.5291168454136032.
Episode length = 108, Average reward is 0.5319593302341354.
Episode length = 97, Average reward is 0.5332083660641297.
Episode length = 93, Average reward is 0.5344052148274852.
Episode length = 294, Average reward is 0.5343284848002064.
Episode length = 300, Average reward is 0.543362170868908.
Episode length = 146, Average reward is 0.5400491424373407.
Episode length = 133, Average reward is 0.5431044261884149.
Episode length = 104, Average reward is 0.5416649921158732.
Episode length = 205, Average reward is 0.5351933755938003.
Episode length = 211, Average reward is 0.5311446365379666.
Episode length = 248, Average reward is 0.5354151884184554.
Episode length = 190, Average reward is 0.5376995088391167.
Episode length = 247, Average reward is 0.5373217435583076.
Episode length = 219, Average reward is 0.5395761251252192.
Episode length = 109, Average reward is 0.5381273789044693.
Episode length = 86, Average reward is 0.5380799478559782.
Episode length = 103, Average reward is 0.5364342556015478.
Episode length = 300, Average reward is 0.5442230864825742.
Episode length = 90, Average reward is 0.5427072595300932.
Episode length = 114, Average reward is 0.5430767555937912.
Episode length = 300, Average reward is 0.5414743032677736.
Episode length = 138, Average reward is 0.5425521423498486.
Episode length = 146, Average reward is 0.5415800765813514.
Episode length = 300, Average reward is 0.5451780484008497.
Episode length = 214, Average reward is 0.5460725335288036.
Episode length = 107, Average reward is 0.5455893635740913.
Episode length = 111, Average reward is 0.5444127288578694.
Episode length = 157, Average reward is 0.5453776108007472.
Episode length = 300, Average reward is 0.5482429863463439.
Episode length = 212, Average reward is 0.5463493098089852.
Episode length = 241, Average reward is 0.5456834095736885.
Episode length = 101, Average reward is 0.5457997387523612.
Episode length = 143, Average reward is 0.5444142838165518.
Episode length = 89, Average reward is 0.5439331548021301.
Episode length = 137, Average reward is 0.544905258360561.
Episode length = 86, Average reward is 0.5452229842812935.
Episode length = 103, Average reward is 0.5453213967160406.
Episode length = 107, Average reward is 0.5452581230502309.
Episode length = 120, Average reward is 0.5441649470787097.
Episode length = 300, Average reward is 0.5456665272591882.
Episode length = 122, Average reward is 0.5463415847582088.
Episode length = 257, Average reward is 0.5450955939953115.
Episode length = 209, Average reward is 0.5446278698505738.
Episode length = 117, Average reward is 0.5445037382588461.
Episode length = 134, Average reward is 0.5447558688119358.
Episode length = 130, Average reward is 0.5447464895648764.
Episode length = 165, Average reward is 0.5447514627476784.
Episode length = 201, Average reward is 0.5451654070288598.
Episode length = 105, Average reward is 0.5452363206562583.
Episode length = 99, Average reward is 0.5454769683073537.
Episode length = 131, Average reward is 0.545238320962604.
Episode length = 108, Average reward is 0.545627847765078.
Episode length = 300, Average reward is 0.5472099686791334.
Episode length = 300, Average reward is 0.5476826799326145.
Episode length = 102, Average reward is 0.54788770197773.
Episode length = 300, Average reward is 0.5487711138959919.
Episode length = 73, Average reward is 0.5489692022753893.
Episode length = 130, Average reward is 0.5484204772979174.
Episode length = 233, Average reward is 0.5494636819954355.
Episode length = 123, Average reward is 0.5497828715346078.
Episode length = 171, Average reward is 0.5506214303734804.
Episode length = 110, Average reward is 0.5508042567960245.
Episode length = 172, Average reward is 0.5506618894165015.
Episode length = 206, Average reward is 0.5502180140759487.
Episode length = 129, Average reward is 0.5503584407370757.
Episode length = 102, Average reward is 0.5505689969681068.
Episode length = 266, Average reward is 0.5500360945213006.
Episode length = 144, Average reward is 0.550518672289554.
Episode length = 129, Average reward is 0.5500139422364927.
Episode length = 123, Average reward is 0.5491551611477039.
Episode length = 258, Average reward is 0.5488629651337648.
Episode length = 110, Average reward is 0.548326785573602.
Episode length = 152, Average reward is 0.5473399019360894.
Episode length = 158, Average reward is 0.5474490817953281.
Episode length = 207, Average reward is 0.5472486890717138.
Episode length = 184, Average reward is 0.5469740980907857.
Episode length = 167, Average reward is 0.5469680674186765.
Episode length = 182, Average reward is 0.5467117923857041.
Episode length = 257, Average reward is 0.5471786802298902.
Episode length = 165, Average reward is 0.5479001124845503.
Episode length = 159, Average reward is 0.5476947196486718.
Episode length = 114, Average reward is 0.5469051958948322.
Episode length = 79, Average reward is 0.546845952287759.
Episode length = 105, Average reward is 0.5459470256412814.
Episode length = 180, Average reward is 0.5457809361485966.
Episode length = 130, Average reward is 0.5457308230448361.
Episode length = 300, Average reward is 0.5460256522889213.
Episode length = 300, Average reward is 0.5472276908603659.
Episode length = 300, Average reward is 0.5483426319700826.
Episode length = 102, Average reward is 0.5484222650462945.
Episode length = 160, Average reward is 0.5481229487819653.
Episode length = 135, Average reward is 0.5485498804711125.
Episode length = 300, Average reward is 0.5471442917856217.
Episode length = 194, Average reward is 0.5473775471439908.
Episode length = 228, Average reward is 0.5474967091355362.
Episode length = 112, Average reward is 0.5475313195268386.
Episode length = 234, Average reward is 0.5471143620403539.
Episode length = 156, Average reward is 0.5473981180975621.
Episode length = 131, Average reward is 0.5476982213014849.
Episode length = 166, Average reward is 0.5474583380825152.
Episode length = 120, Average reward is 0.5476707375302676.
Episode length = 300, Average reward is 0.5481510741739674.
Episode length = 240, Average reward is 0.548630987581125.
Episode length = 275, Average reward is 0.5484842990094372.
Episode length = 162, Average reward is 0.5475251011505381.
Episode length = 300, Average reward is 0.5489363030359673.
Episode length = 117, Average reward is 0.5484417383458385.
Episode length = 300, Average reward is 0.5478293645638784.
Episode length = 106, Average reward is 0.5481284292300271.
Episode length = 137, Average reward is 0.5483926667642743.
Episode length = 300, Average reward is 0.5489797319883551.
Episode length = 124, Average reward is 0.5489041553857779.
Episode length = 300, Average reward is 0.5490045204726816.
Episode length = 106, Average reward is 0.5490853622867399.
Episode length = 300, Average reward is 0.5496059862057854.
Episode length = 165, Average reward is 0.5499691466531672.
Episode length = 126, Average reward is 0.549512525906182.
Episode length = 130, Average reward is 0.5497114741170718.
Episode length = 98, Average reward is 0.5498105180634085.
Episode length = 121, Average reward is 0.5493928498537218.
Episode length = 103, Average reward is 0.5491433054001145.
Episode length = 144, Average reward is 0.5492659153749532.
Episode length = 144, Average reward is 0.5495139186912695.
Episode length = 231, Average reward is 0.5495819247224577.
Episode length = 112, Average reward is 0.5495696395030071.
Episode length = 121, Average reward is 0.5492398626725059.
Episode length = 101, Average reward is 0.5490892517090002.
Episode length = 191, Average reward is 0.5482555239556207.
Episode length = 195, Average reward is 0.5484061890929697.
Episode length = 300, Average reward is 0.547903482103703.
Episode length = 97, Average reward is 0.5478638872333538.
Episode length = 153, Average reward is 0.5477959740594508.
Episode length = 138, Average reward is 0.5478320149957934.
Episode length = 249, Average reward is 0.5487042948754144.
Episode length = 123, Average reward is 0.5489123003498436.
Episode length = 300, Average reward is 0.5497719592624415.
Episode length = 85, Average reward is 0.5494505450658889.
Episode length = 86, Average reward is 0.5495143068030217.
Episode length = 130, Average reward is 0.5495130567398875.
Episode length = 109, Average reward is 0.5496305033301023.
Episode length = 300, Average reward is 0.550155770230974.
Episode length = 183, Average reward is 0.5499471034563783.
Episode length = 115, Average reward is 0.5501500858602033.
Episode length = 216, Average reward is 0.5506528047456568.
Episode length = 108, Average reward is 0.5502368750514993.
Episode length = 122, Average reward is 0.5503280885256714.
Episode length = 109, Average reward is 0.5504056366806064.
Episode length = 155, Average reward is 0.5498823817938189.
Episode length = 146, Average reward is 0.5494443958097949.
Episode length = 172, Average reward is 0.5496746266652662.
Episode length = 81, Average reward is 0.5497877948262743.
Episode length = 210, Average reward is 0.5503769658189815.
Episode length = 300, Average reward is 0.5495401930714552.
Episode length = 124, Average reward is 0.5496783038475589.
Episode length = 116, Average reward is 0.5498680538931487.
Episode length = 176, Average reward is 0.5497466433167629.
Episode length = 142, Average reward is 0.5500382104465149.
Episode length = 300, Average reward is 0.5507743772590449.
Episode length = 162, Average reward is 0.550898856767078.
Episode length = 86, Average reward is 0.5504866519550623.
Episode length = 176, Average reward is 0.5499976291289926.
Episode length = 140, Average reward is 0.5501761134098776.
Episode length = 210, Average reward is 0.5503977372737542.
Episode length = 117, Average reward is 0.5502390266228725.
Episode length = 164, Average reward is 0.5505263549285563.
Episode length = 154, Average reward is 0.5504987322590282.
Episode length = 300, Average reward is 0.5502406138804208.
Episode length = 147, Average reward is 0.5503895765317056.
Episode length = 300, Average reward is 0.5506079719637446.
Episode length = 142, Average reward is 0.5508555480261994.
Episode length = 120, Average reward is 0.5508287502884538.
Episode length = 112, Average reward is 0.550952871586401.
Episode length = 81, Average reward is 0.5511128103343648.
Episode length = 173, Average reward is 0.5514874384585847.
Episode length = 85, Average reward is 0.5511839389684783.
Episode length = 289, Average reward is 0.5510337556987169.
Episode length = 126, Average reward is 0.5511220283220798.
Episode length = 150, Average reward is 0.5507507255072343.
Episode length = 111, Average reward is 0.5503821743924749.
Episode length = 106, Average reward is 0.5504752657170918.
Episode length = 198, Average reward is 0.5508353391450922.
Episode length = 100, Average reward is 0.5508636578081043.
Episode length = 147, Average reward is 0.5508983857014226.
Episode length = 300, Average reward is 0.5512289146378133.
Episode length = 114, Average reward is 0.551148733298415.
Episode length = 107, Average reward is 0.5509783291195245.
Episode length = 139, Average reward is 0.5507426933898245.
Episode length = 139, Average reward is 0.5507292692646513.
Episode length = 249, Average reward is 0.5500792993989526.
Episode length = 113, Average reward is 0.5497080193564633.
Episode length = 113, Average reward is 0.5494684808849786.
Episode length = 124, Average reward is 0.5492259563262918.
Episode length = 300, Average reward is 0.5482091600130781.
Episode length = 230, Average reward is 0.5480213420023452.
Episode length = 97, Average reward is 0.5480321451076824.
